species,status,region,note
Hypoponera ragusai,established.outdoors,Arunachal Pradesh,""
Monomorium pharaonis,established.outdoors,Arunachal Pradesh,""
Solenopsis geminata,established.outdoors,Arunachal Pradesh,""
Strumigenys emmae,established.outdoors,Arunachal Pradesh,""
Strumigenys membranifera,established.outdoors,Arunachal Pradesh,""
Tetramorium bicarinatum,established.outdoors,Arunachal Pradesh,""
Tetramorium pacificum,established.outdoors,Arunachal Pradesh,""
Tetramorium simillimum,established.outdoors,Arunachal Pradesh,""
Anochetus graeffei,native,Arunachal Pradesh,""
Anoplolepis gracilipes,native,Arunachal Pradesh,""
Brachyponera luteipes,native,Arunachal Pradesh,""
Camponotus compressus,native,Arunachal Pradesh,""
Cardiocondyla kagutsuchi,native,Arunachal Pradesh,""
Cardiocondyla wroughtonii,native,Arunachal Pradesh,""
Erromyrma latinodis,native,Arunachal Pradesh,""
Hypoponera confinis,native,Arunachal Pradesh,""
Lepisiota capensis,native,Arunachal Pradesh,""
Lioponera longitarsus,native,Arunachal Pradesh,""
Monomorium atomum,native,Arunachal Pradesh,""
Monomorium floricola,native,Arunachal Pradesh,""
Monomorium indicum,native,Arunachal Pradesh,""
Nylanderia bourbonica,native,Arunachal Pradesh,""
Odontomachus simillimus,native,Arunachal Pradesh,""
Oecophylla smaragdina,native,Arunachal Pradesh,""
Ooceraea biroi,native,Arunachal Pradesh,""
Paratrechina longicornis,native,Arunachal Pradesh,""
Parvaponera darwinii,native,Arunachal Pradesh,""
Pheidole fervens,native,Arunachal Pradesh,""
Pheidole indica,native,Arunachal Pradesh,""
Pheidole parva,native,Arunachal Pradesh,""
Platythyrea parallela,native,Arunachal Pradesh,""
Polyrhachis dives,native,Arunachal Pradesh,""
Strumigenys nepalensis,native,Arunachal Pradesh,""
Tapinoma melanocephalum,native,Arunachal Pradesh,""
Technomyrmex albipes,native,Arunachal Pradesh,""
Tetramorium lanuginosum,native,Arunachal Pradesh,""
Tetramorium obesum,native,Arunachal Pradesh,""
Tetramorium smithi,native,Arunachal Pradesh,""
Tetraponera allaborans,native,Arunachal Pradesh,""
Tetraponera rufonigra,native,Arunachal Pradesh,""
Cardiocondyla mauritanica,established.outdoors,Assam,""
Hypoponera ragusai,established.outdoors,Assam,""
Monomorium pharaonis,established.outdoors,Assam,""
Solenopsis geminata,established.outdoors,Assam,""
Strumigenys emmae,established.outdoors,Assam,""
Strumigenys membranifera,established.outdoors,Assam,""
Tetramorium bicarinatum,established.outdoors,Assam,""
Tetramorium pacificum,established.outdoors,Assam,""
Tetramorium simillimum,established.outdoors,Assam,""
Anochetus graeffei,native,Assam,""
Anoplolepis gracilipes,native,Assam,""
Brachyponera luteipes,native,Assam,""
Camponotus compressus,native,Assam,""
Cardiocondyla kagutsuchi,native,Assam,""
Cardiocondyla wroughtonii,native,Assam,""
Erromyrma latinodis,native,Assam,""
Hypoponera confinis,native,Assam,""
Iridomyrmex anceps,native,Assam,""
Lepisiota capensis,native,Assam,""
Lioponera longitarsus,native,Assam,""
Monomorium atomum,native,Assam,""
Monomorium floricola,native,Assam,""
Monomorium indicum,native,Assam,""
Odontomachus simillimus,native,Assam,""
Oecophylla smaragdina,native,Assam,""
Ooceraea biroi,native,Assam,""
Paratrechina longicornis,native,Assam,""
Parvaponera darwinii,native,Assam,""
Pheidole fervens,native,Assam,""
Pheidole indica,native,Assam,""
Platythyrea parallela,native,Assam,""
Polyrhachis dives,native,Assam,""
Strumigenys nepalensis,native,Assam,""
Tapinoma melanocephalum,native,Assam,""
Technomyrmex albipes,native,Assam,""
Tetramorium lanuginosum,native,Assam,""
Tetramorium obesum,native,Assam,""
Tetramorium smithi,native,Assam,""
Tetraponera allaborans,native,Assam,""
Tetraponera rufonigra,native,Assam,""
Monomorium pharaonis,established.outdoors,Atlantico,""
Paratrechina longicornis,established.outdoors,Atlantico,""
Tapinoma melanocephalum,established.outdoors,Atlantico,""
Tetramorium bicarinatum,established.outdoors,Atlantico,""
Tetramorium simillimum,established.outdoors,Atlantico,""
Trichomyrmex destructor,established.outdoors,Atlantico,""
Acromyrmex octospinosus,native,Atlantico,""
Ectatomma ruidum,native,Atlantico,""
Nylanderia steinheili,native,Atlantico,""
Odontomachus bauri,native,Atlantico,""
Pachycondyla harpax,native,Atlantico,""
Pseudomyrmex gracilis,native,Atlantico,""
Solenopsis geminata,native,Atlantico,""
Solenopsis globularia,native,Atlantico,""
Anoplolepis gracilipes,established.outdoors,Austral Islands,""
Cardiocondyla emeryi,established.outdoors,Austral Islands,""
Cardiocondyla minutior,established.outdoors,Austral Islands,""
Cardiocondyla obscurior,established.outdoors,Austral Islands,""
Cardiocondyla wroughtonii,established.outdoors,Austral Islands,""
Chelaner antarcticus,established.outdoors,Austral Islands,""
Hypoponera opaciceps,established.outdoors,Austral Islands,""
Hypoponera opacior,established.outdoors,Austral Islands,""
Hypoponera punctatissima,established.outdoors,Austral Islands,""
Hypoponera ragusai,established.outdoors,Austral Islands,""
Monomorium floricola,established.outdoors,Austral Islands,""
Monomorium liliuokalanii,established.outdoors,Austral Islands,""
Monomorium pharaonis,established.outdoors,Austral Islands,""
Nylanderia bourbonica,established.outdoors,Austral Islands,""
Nylanderia vaga,established.outdoors,Austral Islands,""
Paratrechina longicornis,established.outdoors,Austral Islands,""
Pheidole fervens,established.outdoors,Austral Islands,""
Pheidole megacephala,established.outdoors,Austral Islands,""
Plagiolepis alluaudi,established.outdoors,Austral Islands,""
Ponera bableti,established.outdoors,Austral Islands,""
Solenopsis geminata,established.outdoors,Austral Islands,""
Solenopsis invicta,established.outdoors,Austral Islands,""
Strumigenys godeffroyi,established.outdoors,Austral Islands,""
Strumigenys rogeri,established.outdoors,Austral Islands,""
Tapinoma melanocephalum,established.outdoors,Austral Islands,""
Technomyrmex albipes,established.outdoors,Austral Islands,""
Technomyrmex vitiensis,established.outdoors,Austral Islands,""
Tetramorium bicarinatum,established.outdoors,Austral Islands,""
Tetramorium caldarium,established.outdoors,Austral Islands,""
Tetramorium pacificum,established.outdoors,Austral Islands,""
Tetramorium simillimum,established.outdoors,Austral Islands,""
Tetramorium tonganum,established.outdoors,Austral Islands,""
Pheidole sexspinosa,native,Austral Islands,""
Solenopsis papuana,native,Austral Islands,""
Syllophopsis australica,native,Austral Islands,""
Camponotus fallax,native,Austria,""
Camponotus vagus,native,Austria,""
Crematogaster scutellaris,native,Austria,""
Formica paralugubris,native,Austria,""
Formica rufibarbis,native,Austria,""
Lasius alienus,native,Austria,""
Lasius citrinus,native,Austria,""
Lasius emarginatus,native,Austria,""
Lasius flavus,native,Austria,""
Lasius fuliginosus,native,Austria,""
Lasius niger,native,Austria,""
Messor structor,native,Austria,""
Monomorium monomorium,native,Austria,""
Myrmica lobulicornis,native,Austria,""
Myrmica rubra,native,Austria,""
Myrmica scabrinodis,native,Austria,""
Myrmica specioides,native,Austria,""
Pheidole pallidula,native,Austria,""
Plagiolepis pygmaea,native,Austria,""
Ponera coarctata,native,Austria,""
Solenopsis fugax,native,Austria,""
Temnothorax unifasciatus,native,Austria,""
Tetramorium atratulum,native,Austria,""
Tetramorium caespitum,native,Austria,""
Tetramorium immigrans,native,Austria,""
Tetramorium impurum,native,Austria,""
Tetramorium semilaeve,native,Austria,""
Tapinoma magnum,established.outdoors,Azerbaijan,""
Camponotus fallax,native,Azerbaijan,""
Cataglyphis nodus,native,Azerbaijan,""
Crematogaster sordidula,native,Azerbaijan,""
Crematogaster subdentata,native,Azerbaijan,""
Formica rufibarbis,native,Azerbaijan,""
Lasius alienus,native,Azerbaijan,""
Lasius citrinus,native,Azerbaijan,""
Lasius emarginatus,native,Azerbaijan,""
Lasius flavus,native,Azerbaijan,""
Lasius fuliginosus,native,Azerbaijan,""
Lepisiota frauenfeldi,native,Azerbaijan,""
Lepisiota syriaca,native,Azerbaijan,""
Messor structor,native,Azerbaijan,""
Myrmica scabrinodis,native,Azerbaijan,""
Myrmica specioides,native,Azerbaijan,""
Ponera coarctata,native,Azerbaijan,""
Solenopsis fugax,native,Azerbaijan,""
Temnothorax unifasciatus,native,Azerbaijan,""
Tetramorium immigrans,native,Azerbaijan,""
Aphaenogaster senilis,established.outdoors,Azores Islands,""
Brachymyrmex heeri,established.outdoors,Azores Islands,""
Hypoponera punctatissima,established.outdoors,Azores Islands,""
Linepithema humile,established.outdoors,Azores Islands,""
Paratrechina longicornis,established.outdoors,Azores Islands,""
Pheidole megacephala,established.outdoors,Azores Islands,""
Tapinoma melanocephalum,established.outdoors,Azores Islands,""
Tapinoma nigerrimum,established.outdoors,Azores Islands,""
Tetramorium bicarinatum,established.outdoors,Azores Islands,""
Tetramorium caldarium,established.outdoors,Azores Islands,""
Tetramorium impurum,established.outdoors,Azores Islands,""
Hypoponera eduardi,native,Azores Islands,""
Lasius grandis,native,Azores Islands,""
Monomorium carbonarium,native,Azores Islands,""
Plagiolepis schmitzii,native,Azores Islands,""
Solenopsis fugax,native,Azores Islands,""
Temnothorax unifasciatus,native,Azores Islands,""
Tetramorium caespitum,native,Azores Islands,""
Anochetus emarginatus,established.outdoors,Bahamas,""
Brachymyrmex patagonicus,established.outdoors,Bahamas,""
Camponotus planatus,established.outdoors,Bahamas,""
Camponotus sexguttatus,established.outdoors,Bahamas,""
Cardiocondyla emeryi,established.outdoors,Bahamas,""
Cardiocondyla minutior,established.outdoors,Bahamas,""
Hypoponera ergatandria,established.outdoors,Bahamas,""
Hypoponera punctatissima,established.outdoors,Bahamas,""
Linepithema humile,established.outdoors,Bahamas,""
Monomorium floricola,established.outdoors,Bahamas,""
Monomorium pharaonis,established.outdoors,Bahamas,""
Monomorium salomonis,established.outdoors,Bahamas,""
Nylanderia bourbonica,established.outdoors,Bahamas,""
Nylanderia guatemalensis,established.outdoors,Bahamas,""
Nylanderia steinheili,established.outdoors,Bahamas,""
Odontomachus haematodus,established.outdoors,Bahamas,""
Paratrechina longicornis,established.outdoors,Bahamas,""
Pheidole megacephala,established.outdoors,Bahamas,""
Plagiolepis alluaudi,established.outdoors,Bahamas,""
Solenopsis invicta,established.outdoors,Bahamas,""
Strumigenys emmae,established.outdoors,Bahamas,""
Strumigenys gundlachi,established.outdoors,Bahamas,""
Strumigenys lanuginosa,established.outdoors,Bahamas,""
Strumigenys membranifera,established.outdoors,Bahamas,""
Strumigenys rogeri,established.outdoors,Bahamas,""
Strumigenys silvestrii,established.outdoors,Bahamas,""
Tapinoma melanocephalum,established.outdoors,Bahamas,""
Technomyrmex difficilis,established.outdoors,Bahamas,""
Tetramorium bicarinatum,established.outdoors,Bahamas,""
Tetramorium caldarium,established.outdoors,Bahamas,""
Tetramorium lucayanum,established.outdoors,Bahamas,""
Tetramorium simillimum,established.outdoors,Bahamas,""
Trichomyrmex destructor,established.outdoors,Bahamas,""
Wasmannia auropunctata,established.outdoors,Bahamas,""
Anochetus mayri,native,Bahamas,""
Brachymyrmex australis,native,Bahamas,""
Brachymyrmex heeri,native,Bahamas,""
Brachymyrmex minutus,native,Bahamas,""
Brachymyrmex obscurior,native,Bahamas,""
Camponotus tortuganus,native,Bahamas,""
Hypoponera opaciceps,native,Bahamas,""
Hypoponera opacior,native,Bahamas,""
Myrmelachista ramulorum,native,Bahamas,""
Nylanderia vividula,native,Bahamas,""
Odontomachus ruginodis,native,Bahamas,""
Pheidole bilimeki,native,Bahamas,""
Pheidole flavens,native,Bahamas,""
Pheidole punctatissima,native,Bahamas,""
Platythyrea punctata,native,Bahamas,""
Pseudomyrmex cubaensis,native,Bahamas,""
Pseudomyrmex elongatus,native,Bahamas,""
Pseudoponera stigma,native,Bahamas,""
Rogeria curvipubens,native,Bahamas,""
Solenopsis abdita,native,Bahamas,""
Solenopsis geminata,native,Bahamas,""
Solenopsis globularia,native,Bahamas,""
Strumigenys eggersi,native,Bahamas,""
Strumigenys louisianae,native,Bahamas,""
Strumigenys margaritae,native,Bahamas,""
Strumigenys nigrescens,native,Bahamas,""
Cardiocondyla emeryi,established.outdoors,Bahia,""
Cardiocondyla minutior,established.outdoors,Bahia,""
Cardiocondyla obscurior,established.outdoors,Bahia,""
Cardiocondyla wroughtonii,established.outdoors,Bahia,""
Monomorium floricola,established.outdoors,Bahia,""
Paratrechina longicornis,established.outdoors,Bahia,""
Pheidole megacephala,established.outdoors,Bahia,""
Strumigenys emmae,established.outdoors,Bahia,""
Tapinoma melanocephalum,established.outdoors,Bahia,""
Tetramorium bicarinatum,established.outdoors,Bahia,""
Tetramorium lucayanum,established.outdoors,Bahia,""
Tetramorium simillimum,established.outdoors,Bahia,""
Trichomyrmex destructor,established.outdoors,Bahia,""
Anochetus mayri,native,Bahia,""
Brachymyrmex australis,native,Bahia,""
Brachymyrmex cordemoyi,native,Bahia,""
Brachymyrmex heeri,native,Bahia,""
Brachymyrmex obscurior,native,Bahia,""
Brachymyrmex patagonicus,native,Bahia,""
Camponotus atriceps,native,Bahia,""
Camponotus novogranadensis,native,Bahia,""
Camponotus sexguttatus,native,Bahia,""
Cyphomyrmex rimosus,native,Bahia,""
Cyphomyrmex salvini,native,Bahia,""
Ectatomma ruidum,native,Bahia,""
Hypoponera opaciceps,native,Bahia,""
Hypoponera opacior,native,Bahia,""
Hypoponera trigona,native,Bahia,""
Linepithema humile,native,Bahia,""
Linepithema iniquum,native,Bahia,""
Linepithema micans,native,Bahia,""
Nylanderia fulva,native,Bahia,""
Nylanderia guatemalensis,native,Bahia,""
Odontomachus bauri,native,Bahia,""
Odontomachus haematodus,native,Bahia,""
Pachycondyla harpax,native,Bahia,""
Pheidole exigua,native,Bahia,""
Pheidole flavens,native,Bahia,""
Pheidole obscurithorax,native,Bahia,""
Pheidole susannae,native,Bahia,""
Prionopelta antillana,native,Bahia,""
Pseudomyrmex cubaensis,native,Bahia,""
Pseudomyrmex elongatus,native,Bahia,""
Pseudomyrmex gracilis,native,Bahia,""
Pseudoponera stigma,native,Bahia,""
Rogeria curvipubens,native,Bahia,""
Solenopsis geminata,native,Bahia,""
Solenopsis globularia,native,Bahia,""
Solenopsis saevissima,native,Bahia,""
Strumigenys eggersi,native,Bahia,""
Strumigenys epinotalis,native,Bahia,""
Strumigenys louisianae,native,Bahia,""
Strumigenys silvestrii,native,Bahia,""
Wasmannia auropunctata,native,Bahia,""
Anoplolepis gracilipes,established.outdoors,Baja California,""
Cardiocondyla mauritanica,established.outdoors,Baja California,""
Hypoponera opaciceps,established.outdoors,Baja California,""
Hypoponera punctatissima,established.outdoors,Baja California,""
Linepithema humile,established.outdoors,Baja California,""
Monomorium floricola,established.outdoors,Baja California,""
Paratrechina longicornis,established.outdoors,Baja California,""
Tapinoma melanocephalum,established.outdoors,Baja California,""
Wasmannia auropunctata,established.outdoors,Baja California,""
Camponotus essigi,native,Baja California,""
Nylanderia vividula,native,Baja California,""
Solenopsis geminata,native,Baja California,""
Tapinoma sessile,native,Baja California,""
Anoplolepis gracilipes,established.outdoors,Baja California Sur,""
Hypoponera opaciceps,established.outdoors,Baja California Sur,""
Hypoponera punctatissima,established.outdoors,Baja California Sur,""
Linepithema humile,established.outdoors,Baja California Sur,""
Paratrechina longicornis,established.outdoors,Baja California Sur,""
Solenopsis geminata,native,Baja California Sur,""
Tapinoma sessile,native,Baja California Sur,""
Aphaenogaster gemella,established.outdoors,Balearic Islands,""
Aphaenogaster iberica,established.outdoors,Balearic Islands,""
Cardiocondyla batesii,established.outdoors,Balearic Islands,""
Cardiocondyla mauritanica,established.outdoors,Balearic Islands,""
Hypoponera punctatissima,established.outdoors,Balearic Islands,""
Linepithema humile,established.outdoors,Balearic Islands,""
Monomorium andrei,established.outdoors,Balearic Islands,""
Monomorium exiguum,established.outdoors,Balearic Islands,""
Nylanderia jaegerskioeldi,established.outdoors,Balearic Islands,""
Nylanderia vividula,established.outdoors,Balearic Islands,""
Paratrechina longicornis,established.outdoors,Balearic Islands,""
Pheidole indica,established.outdoors,Balearic Islands,""
Strumigenys membranifera,established.outdoors,Balearic Islands,""
Tetramorium caldarium,established.outdoors,Balearic Islands,""
Aphaenogaster senilis,native,Balearic Islands,""
Crematogaster scutellaris,native,Balearic Islands,""
Crematogaster sordidula,native,Balearic Islands,""
Formica rufibarbis,native,Balearic Islands,""
Hypoponera eduardi,native,Balearic Islands,""
Lasius alienus,native,Balearic Islands,""
Lasius emarginatus,native,Balearic Islands,""
Lasius flavus,native,Balearic Islands,""
Lasius fuliginosus,native,Balearic Islands,""
Lasius grandis,native,Balearic Islands,""
Lasius niger,native,Balearic Islands,""
Messor capitatus,native,Balearic Islands,""
Messor structor,native,Balearic Islands,""
Monomorium salomonis,native,Balearic Islands,""
Monomorium subopacum,native,Balearic Islands,""
