Binomial,Family,Order,Location,Date,Pathway,InvasionStage,References
Procyon lotor,Procyonidae,Carnivora,Liechtenstein,1927,"Pet, Wild Fur, Zoo",Invasive,"Long 2003, Canova & Rossi 2008, Tsiamis et al 2017, Salgado 2018, CSCF 2019, EASIN 2019, GBIF.org 2020ac"
Procyon lotor,Procyonidae,Carnivora,Luxembourg,1927,"Pet, Wild Fur, Zoo",Invasive,"Long 2003, Canova & Rossi 2008, Tsiamis et al 2017, Salgado 2018, CSCF 2019, EASIN 2019, GBIF.org 2020ac"
Procyon lotor,Procyonidae,Carnivora,Slovakia,1927,"Pet, Wild Fur, Zoo",Invasive,"Long 2003, Canova & Rossi 2008, Tsiamis et al 2017, Salgado 2018, CSCF 2019, EASIN 2019, GBIF.org 2020ac"
Procyon lotor,Procyonidae,Carnivora,Slovenia,1927,"Pet, Wild Fur, Zoo",Invasive,"Long 2003, Canova & Rossi 2008, Tsiamis et al 2017, Salgado 2018, CSCF 2019, EASIN 2019, GBIF.org 2020ac"
Procyon lotor,Procyonidae,Carnivora,Switzerland,1927,"Pet, Wild Fur, Zoo",Invasive,"Long 2003, Canova & Rossi 2008, Tsiamis et al 2017, Salgado 2018, CSCF 2019, EASIN 2019, GBIF.org 2020ac"
Procyon lotor,Procyonidae,Carnivora,Canada,1938,Fur Farming,Invasive,"PEIFWD 2000, Long 2003, GBIF.org 2020ac"
Procyon lotor,Procyonidae,Carnivora,Bahamas,NA,Pet (L),Invasive,"Long 2003, Helgen et al. 2008"
Pseudocheirus peregrinus,Pseudocheiridae,Diprotodontia,Australia,NA,"Conservation, Fauna Improvement",Established,"Heinsohn 2010, DEEA 2016, Winter et al. 2016"
Pseudocheirus peregrinus,Pseudocheiridae,Diprotodontia,Tasmania,1971,Conservation,Established,"Long 2003, Heinsohn 2010, Seddon et al. 2015, Winter et al. 2016"
Rangifer tarandus,Cervidae,Cetartiodactyla,Russian Federation,1882,"Fauna Improvement, Hunting",Established,"Long 2003, Neronov et al. 2008, Volodin et al. 2013"
Rangifer tarandus,Cervidae,Cetartiodactyla,Canada,1961,Hunting,Established,"Long 2003, Wilkerson 2010"
Rangifer tarandus,Cervidae,Cetartiodactyla,Alaska,1910,"Farming, Hunting",Established,"Swanson & Barker 1992, MacDonald & Cook 2010, Ricca et al. 2012"
Rangifer tarandus,Cervidae,Cetartiodactyla,Svalbard and Jan Mayen,1978,Hunting,Established,"Aanes et al. 2000, Tyler 2010"
Rangifer tarandus,Cervidae,Cetartiodactyla,French Southern Territories,1955,Hunting,Invasive,"Chapuis et al. 1994, Long 2003, Headland 2012"
Rangifer tarandus,Cervidae,Cetartiodactyla,South Georgia and the South Sandwich Islands,1911,Hunting,Invasive,"Long 2003, Varnham 2006, Headland 2012"
Rangifer tarandus,Cervidae,Cetartiodactyla,Iceland,1771,Hunting,Established,"Long 2003, Dahlgren et al. 2007, Gunn 2016, Unnsteinsdóttir 2018, IINH 2019"
Rattus argentiventer,Muridae,Rodentia,Indonesia,-3000,"Farming, Stowaway (L)",Established,"Long 2003, Ruedas & Aplin 2016"
Rattus argentiventer,Muridae,Rodentia,Philippines,-3000,"Farming, Stowaway (L)",Established,"Long 2003, Ruedas & Aplin 2016"
Rattus argentiventer,Muridae,Rodentia,Timor-Leste,-3000,"Farming, Stowaway (L)",Established,"Long 2003, Ruedas & Aplin 2016"
Rattus exulans,Muridae,Rodentia,Hawaiian Islands,900,Stowaway,Invasive,"Long 2003, Chambers et al. 2013, Csurhes 2016, Ruedas et al. 2016, GISD 2019d"
Rattus exulans,Muridae,Rodentia,Guam,-200,"Farming, Stowaway (L)",Invasive,"Long 2003, Chambers et al. 2013, Csurhes 2016, Ruedas et al. 2016, GISD 2019d"
Rattus exulans,Muridae,Rodentia,Marshall Islands,-200,"Farming, Stowaway (L)",Invasive,"Long 2003, Chambers et al. 2013, Csurhes 2016, Ruedas et al. 2016, GISD 2019d"
Rattus exulans,Muridae,Rodentia,"Micronesia, Federated States of",-200,"Farming, Stowaway (L)",Invasive,"Long 2003, Chambers et al. 2013, Csurhes 2016, Ruedas et al. 2016, GISD 2019d"
Rattus exulans,Muridae,Rodentia,Northern Mariana Islands,-200,"Farming, Stowaway (L)",Invasive,"Long 2003, Chambers et al. 2013, Csurhes 2016, Ruedas et al. 2016, GISD 2019d"
Rattus exulans,Muridae,Rodentia,Palau,-200,"Farming, Stowaway (L)",Invasive,"Long 2003, Chambers et al. 2013, Csurhes 2016, Ruedas et al. 2016, GISD 2019d"
Rattus exulans,Muridae,Rodentia,Christmas Island,1887,Stowaway,Invasive,"Long 2003, Csurhes 2016, DEEA 2016, Ruedas et al. 2016"
Rattus exulans,Muridae,Rodentia,New Zealand,1200,"Hunting, Stowaway (L)",Invasive,"Long 2003, Chambers et al. 2013, Csurhes 2016, Ruedas et al. 2016, GISD 2019d, PDNZDC 2017"
Rattus exulans,Muridae,Rodentia,Norfolk Island,1943,Stowaway,Invasive,"Long 2003, Csurhes 2016, DEEA 2016"
Rattus exulans,Muridae,Rodentia,Australia,NA,Stowaway,Invasive,"Long 2003, Ruedas et al. 2016, GISD 2019d"
Rattus exulans,Muridae,Rodentia,Australia,NA,Stowaway,Established,"Long 2003, Ruedas et al. 2016"
Rattus exulans,Muridae,Rodentia,Taiwan,1998,Stowaway,Invasive,"Long 2003, Ruedas et al. 2016, GISD 2019d"
Rattus exulans,Muridae,Rodentia,Japan,1998,Stowaway,Invasive,"Long 2003, Ruedas et al. 2016, GISD 2019d"
Rattus exulans,Muridae,Rodentia,American Samoa,-800,"Farming, Stowaway (L)",Invasive,"Long 2003, Chambers et al. 2013, Csurhes 2016, Ruedas et al. 2016, GISD 2019d"
Rattus exulans,Muridae,Rodentia,Cook Islands,-800,"Farming, Stowaway (L)",Invasive,"Long 2003, Chambers et al. 2013, Csurhes 2016, Ruedas et al. 2016, GISD 2019d"
Rattus exulans,Muridae,Rodentia,Easter Island,-800,"Farming, Stowaway (L)",Invasive,"Long 2003, Chambers et al. 2013, Csurhes 2016, Ruedas et al. 2016, GISD 2019d"
Rattus exulans,Muridae,Rodentia,French Polynesia,-800,"Farming, Stowaway (L)",Invasive,"Long 2003, Chambers et al. 2013, Csurhes 2016, Ruedas et al. 2016, GISD 2019d"
Rattus exulans,Muridae,Rodentia,Kiribati,-800,"Farming, Stowaway (L)",Invasive,"Long 2003, Chambers et al. 2013, Csurhes 2016, Ruedas et al. 2016, GISD 2019d"
Rattus exulans,Muridae,Rodentia,Niue,-800,"Farming, Stowaway (L)",Invasive,"Long 2003, Chambers et al. 2013, Csurhes 2016, Ruedas et al. 2016, GISD 2019d"
Rattus exulans,Muridae,Rodentia,Pitcairn,-800,"Farming, Stowaway (L)",Invasive,"Long 2003, Chambers et al. 2013, Csurhes 2016, Ruedas et al. 2016, GISD 2019d"
Rattus exulans,Muridae,Rodentia,Samoa,-800,"Farming, Stowaway (L)",Invasive,"Long 2003, Chambers et al. 2013, Csurhes 2016, Ruedas et al. 2016, GISD 2019d"
Rattus exulans,Muridae,Rodentia,Tokelau,-800,"Farming, Stowaway (L)",Invasive,"Long 2003, Chambers et al. 2013, Csurhes 2016, Ruedas et al. 2016, GISD 2019d"
Rattus exulans,Muridae,Rodentia,Tonga,-800,"Farming, Stowaway (L)",Invasive,"Long 2003, Chambers et al. 2013, Csurhes 2016, Ruedas et al. 2016, GISD 2019d"
Rattus exulans,Muridae,Rodentia,Tuvalu,-800,"Farming, Stowaway (L)",Invasive,"Long 2003, Chambers et al. 2013, Csurhes 2016, Ruedas et al. 2016, GISD 2019d"
Rattus exulans,Muridae,Rodentia,United States Minor Outlying Islands,-800,"Farming, Stowaway (L)",Invasive,"Long 2003, Chambers et al. 2013, Csurhes 2016, Ruedas et al. 2016, GISD 2019d"
Rattus exulans,Muridae,Rodentia,Wallis and Futuna,-800,"Farming, Stowaway (L)",Invasive,"Long 2003, Chambers et al. 2013, Csurhes 2016, Ruedas et al. 2016, GISD 2019d"
Rattus exulans,Muridae,Rodentia,Fiji,-1300,"Farming, Stowaway (L)",Invasive,"Long 2003, Chambers et al. 2013, Csurhes 2016, Ruedas et al. 2016, GISD 2019d"
Rattus exulans,Muridae,Rodentia,Nauru,-1300,"Farming, Stowaway (L)",Invasive,"Long 2003, Chambers et al. 2013, Csurhes 2016, Ruedas et al. 2016, GISD 2019d"
Rattus exulans,Muridae,Rodentia,New Caledonia,-1300,"Farming, Stowaway (L)",Invasive,"Long 2003, Chambers et al. 2013, Csurhes 2016, Ruedas et al. 2016, GISD 2019d"
Rattus exulans,Muridae,Rodentia,Solomon Islands,-1300,"Farming, Stowaway (L)",Invasive,"Long 2003, Chambers et al. 2013, Csurhes 2016, Ruedas et al. 2016, GISD 2019d"
Rattus exulans,Muridae,Rodentia,Vanuatu,-1300,"Farming, Stowaway (L)",Invasive,"Long 2003, Chambers et al. 2013, Csurhes 2016, Ruedas et al. 2016, GISD 2019d"
Rattus exulans,Muridae,Rodentia,Indonesia,-1500,"Farming, Stowaway (L)",Invasive,"Long 2003, Chambers et al. 2013, Ruedas et al. 2016, GISD 2019d"
Rattus exulans,Muridae,Rodentia,Papua New Guinea,-1500,"Farming, Stowaway (L)",Invasive,"Long 2003, Chambers et al. 2013, Ruedas et al. 2016, GISD 2019d"
Rattus exulans,Muridae,Rodentia,Philippines,-1500,"Farming, Stowaway (L)",Invasive,"Long 2003, Chambers et al. 2013, Ruedas et al. 2016, GISD 2019d"
Rattus exulans,Muridae,Rodentia,Timor-Leste,-1500,"Farming, Stowaway (L)",Invasive,"Long 2003, Chambers et al. 2013, Ruedas et al. 2016, GISD 2019d"
Rattus nitidus,Muridae,Rodentia,Indonesia,-4800,"Farming, Stowaway (L)",Established,"Long 2003, Aplin et al. 2016b"
Rattus nitidus,Muridae,Rodentia,Philippines,-4800,"Farming, Stowaway (L)",Established,"Long 2003, Aplin et al. 2016b"
Rattus nitidus,Muridae,Rodentia,Palau,-4800,"Farming, Stowaway (L)",Established,"Long 2003, Aplin et al. 2016b"
Rattus praetor,Muridae,Rodentia,Papua New Guinea,-3000,"Farming, Stowaway (L)",Established,"Heinsohn 2003, Long 2003, Leary et al. 2016d"
Rattus praetor,Muridae,Rodentia,Solomon Islands,-3000,"Farming, Stowaway (L)",Established,"Heinsohn 2003, Long 2003, Leary et al. 2016d"
Rattus tanezumi,Muridae,Rodentia,Indonesia,-4800,"Farming, Stowaway (L)",Established,"Heinsohn 2003, Long 2003, Heaney & Molur 2016"
Rattus tanezumi,Muridae,Rodentia,Philippines,-4800,"Farming, Stowaway (L)",Established,"Heinsohn 2003, Long 2003, Heaney & Molur 2016"
Rattus tanezumi,Muridae,Rodentia,Timor-Leste,-4800,"Farming, Stowaway (L)",Established,"Heinsohn 2003, Long 2003, Heaney & Molur 2016"
Rattus tanezumi,Muridae,Rodentia,Fiji,-4800,"Farming, Stowaway (L)",Established,"Heinsohn 2003, Long 2003, Heaney & Molur 2016"
Rattus tanezumi,Muridae,Rodentia,India,-4800,"Farming, Stowaway (L)",Established,"Heinsohn 2003, Long 2003, Heaney & Molur 2016"
Rattus tanezumi,Muridae,Rodentia,"Micronesia, Federated States of",1000,Stowaway,Established,"Long 2003, Heaney & Molur 2016"
Rattus tanezumi,Muridae,Rodentia,Palau,1000,Stowaway,Established,"Long 2003, Heaney & Molur 2016"
Rattus tanezumi,Muridae,Rodentia,Guam,1000,Stowaway,Established,"Long 2003, Heaney & Molur 2016"
Rattus tanezumi,Muridae,Rodentia,Eswatini,2005,Stowaway,Established,"Bastos et al. 2011, van Wilgen et al. 2020"
Rattus tanezumi,Muridae,Rodentia,South Africa,2005,Stowaway,Established,"Bastos et al. 2011, van Wilgen et al. 2020"
Rattus tanezumi,Muridae,Rodentia,Malaysia,-4800,"Farming, Stowaway (L)",Established,"Heinsohn 2003, Long 2003, Heaney & Molur 2016"
Rattus tanezumi,Muridae,Rodentia,Thailand,-4800,"Farming, Stowaway (L)",Established,"Heinsohn 2003, Long 2003, Heaney & Molur 2016"
Rattus tanezumi,Muridae,Rodentia,Brunei Darussalam,-4800,"Farming, Stowaway (L)",Established,"Heinsohn 2003, Long 2003, Heaney & Molur 2016"
Rupicapra rupicapra,Bovidae,Cetartiodactyla,Czech Republic,1907,Hunting,Established,"Aulagnier et al. 2008a, Apollonio et al. 2010, Hájková et al. 2012"
Rupicapra rupicapra,Bovidae,Cetartiodactyla,Slovakia,1960,Hunting,Established,"Aulagnier et al. 2008a, Apollonio et al. 2010, Hájková et al. 2012"
Rupicapra rupicapra,Bovidae,Cetartiodactyla,New Zealand,1907,Hunting,Invasive,"Fraser et al. 2000, Long 2003, Hájková et al. 2012, PDNZDC 2017"
Rusa marianna,Cervidae,Cetartiodactyla,"Micronesia, Federated States of",1904,Hunting,Invasive,"Wiles et al. 1999, 2012, MacKinnon et al. 2015"
Rusa marianna,Cervidae,Cetartiodactyla,Guam,1771,Hunting,Invasive,"Wiles et al. 1999, 2012, MacKinnon et al. 2015"
Rusa marianna,Cervidae,Cetartiodactyla,Northern Mariana Islands,1880,Hunting,Invasive,"Wiles et al. 1999, 2012, MacKinnon et al. 2015"
Rusa timorensis,Cervidae,Cetartiodactyla,Cocos Islands,NA,Hunting,Invasive,"Long 2003, DEEA 2016"
Rusa timorensis,Cervidae,Cetartiodactyla,Australia,NA,Hunting,Invasive,"Long 2003, West 2011, DEEA 2016, DAFBQ 2016, Davis et al. 2016, GBIF.org 2020ad"
Rusa timorensis,Cervidae,Cetartiodactyla,Australia,NA,"Fauna Improvement, Hunting",Invasive,"Mortiarty 2004, West 2011, DEEA 2016, Davis et al. 2016"
Rusa timorensis,Cervidae,Cetartiodactyla,Australia,NA,Hunting,Invasive,"Long 2003, West 2011, Davis et al. 2016"
Rusa timorensis,Cervidae,Cetartiodactyla,Papua New Guinea,1900,Hunting,Established,"Long 2003, Hedges et al. 2015"
Rusa timorensis,Cervidae,Cetartiodactyla,Indonesia,-4000,Hunting (L),Established,"Heinsohn 2003, Long 2003, Corlett 2010, Hedges et al. 2015"
Rusa timorensis,Cervidae,Cetartiodactyla,Australia,NA,"Farming, Fauna Improvement, Hunting",Invasive,"Long 2003, West 2011, Hedges et al. 2015, Davis et al. 2016"
Rusa timorensis,Cervidae,Cetartiodactyla,Australia,NA,"Farming, Fauna Improvement, Hunting",Invasive,"Long 2003, West 2011, Hedges et al. 2015, DAFBQ 2016, Davis et al. 2016"
Rusa timorensis,Cervidae,Cetartiodactyla,Australia,NA,"Farming, Fauna Improvement, Hunting",Invasive,"Long 2003, West 2011, Davis et al. 2016"
Rusa timorensis,Cervidae,Cetartiodactyla,Australia,NA,"Farming, Fauna Improvement, Hunting",Invasive,"Long 2003, West 2011, Davis et al. 2016, GBIF.org 2020ad"
Rusa timorensis,Cervidae,Cetartiodactyla,New Zealand,1907,Hunting,Invasive,"Fraser et al. 2000, Long 2003, Hedges et al. 2015, PDNZDC 2017"
Rusa timorensis,Cervidae,Cetartiodactyla,Timor-Leste,-3000,Hunting (L),Established,"Heinsohn 2003, Long 2003, Hedges et al. 2015"
Rusa timorensis,Cervidae,Cetartiodactyla,New Caledonia,1870,Hunting,Invasive,"Long 2003, Hedges et al. 2015, GBIF.org 2020ad"
Rusa timorensis,Cervidae,Cetartiodactyla,Mauritius,1639,Hunting,Established,Hedges et al. 2015
Rusa timorensis,Cervidae,Cetartiodactyla,Réunion,1639,Hunting,Established,"Long 2003, Hedges et al. 2015"
Rusa unicolor,Cervidae,Cetartiodactyla,Australia,NA,"Fauna Improvement, Hunting",Established,"Moriarty 2004, Rankmore 2005, West 2011, DEEA 2016, Davis et al. 2016"
Rusa unicolor,Cervidae,Cetartiodactyla,New Zealand,1875,Hunting,Invasive,"Fraser et al. 2000, Long 2003, Timmins et al. 2015b, PDNZDC 2017"
Rusa unicolor,Cervidae,Cetartiodactyla,Australia,NA,"Fauna Improvement, Hunting",Invasive,"Moriarty 2004, DEEA 2016, West 2011, Davis et al. 2016, GBIF.org 2020ae"
Rusa unicolor,Cervidae,Cetartiodactyla,Australia,NA,"Fauna Improvement, Hunting",Invasive,"Moriarty 2004, DEEA 2016, West 2011, Davis et al. 2016"
Rusa unicolor,Cervidae,Cetartiodactyla,United States of America,1932,Hunting,Established,"Long 2003, Timmins et al. 2015b, GBIF.org 2020ae"
Rusa unicolor,Cervidae,Cetartiodactyla,South Africa,1885,Hunting,Established,van Wilgen et al. 2020
Saguinus oedipus,Callitrichidae,Primates,Colombia,1974,"Ornamental Purposes, Pet (L)",Established,"Miller et al. 2004, Savage & Causado 2014, Mast et al. 2017"
Saimiri sciureus,Cebidae,Primates,Brazil,NA,Pet (L),Invasive,"Oliveira & Viveiros Grelle 2012, da Rosa et al. 2017"
Sapajus apella,Cebidae,Primates,Trinidad and Tobago,1941,Zoo,Established,"Narang et al. 2010, Ceballos-Mago & Chivers 2013"
Sarcophilus harrisii,Dasypodidae,Dasyuromorphia,Tasmania,2012,Conservation,Established,"Seddon et al. 2015, Thalmann et al. 2016"
Sciurus aberti,Sciuridae,Rodentia,Mexico,1901,"Fauna Improvement, Hunting",Invasive,"Long 2003, Palmer et al. 2007, Edelman & Koprowski 2009, Cassola 2017, GBIF.org 2020af"
Sciurus aberti,Sciuridae,Rodentia,United States of America,1901,"Fauna Improvement, Hunting",Invasive,"Long 2003, Palmer et al. 2007, Edelman & Koprowski 2009, Cassola 2017, GBIF.org 2020af"
Sciurus anomalus,Sciuridae,Rodentia,Turkey,1964,Pet (L),Established,"Krystufek & Vohralík 2005, Yigit et al. 2016b"
Sciurus carolinensis,Sciuridae,Rodentia,Pitcairn,1987,"Fauna Improvement, Pet",Invasive,"ISSG 2005, Varnham 2006, GBIF.org 2020ag"
Sciurus carolinensis,Sciuridae,Rodentia,Ireland,1911,"Fauna Improvement, Pet",Invasive,"Long 2003, ISSG 2005, Tsiamis et al. 2017, EASIN 2019, INBDC 2019h, GBIF.org 2020ag"
Sciurus carolinensis,Sciuridae,Rodentia,South Africa,1900,"Fauna Improvement, Pet",Invasive,"Long 2003, Masseti 2005, Palmer et al. 2007, GBIF.org 2020ag"
Sciurus carolinensis,Sciuridae,Rodentia,United Kingdom of Great Britain and Northern Ireland,1876,"Fauna Improvement, Pet",Invasive,"Long 2003, ISSG 2005, Tsiamis et al. 2017, Mathews et al. 2018, EASIN 2019, INBDC 2019e, GBIF.org 2020ag"
Sciurus carolinensis,Sciuridae,Rodentia,Italy,1948,"Fauna Improvement, Pet",Invasive,"ISSG 2005, Martinoli et al. 2010, Tsiamis et al. 2017, Bertolino et al. 2020, GBIF.org 2020ag"
Sciurus carolinensis,Sciuridae,Rodentia,United States of America,NA,"Fauna Improvement, Pet",Invasive,"ISSG 2005, Linders & Stinson 2007, Palmer et al. 2007, Knight 2012, GBIF.org 2020ag"
Sciurus carolinensis,Sciuridae,Rodentia,Canada,1914,"Fauna Improvement, Pet",Invasive,"ISSG 2005, Linders & Stinson 2007, Palmer et al. 2007, Knight 2012, GOERT 2019, GBIF.org 2020ag"
Sciurus granatensis,Sciuridae,Rodentia,Cuba,1940,Zoo,Established,"Borroto-Páez 2009, Borroto-Páez & Woods 2012, Borroto-Páez et al. 2017"
Sciurus niger,Sciuridae,Rodentia,Canada,1890,"Fauna Improvement, Hunting",Invasive,"Long 2003, Palmer et al. 2007, Koprowski 2011"
Sciurus niger,Sciuridae,Rodentia,United States of America,1901,"Fauna Improvement, Hunting, Pet",Invasive,"Long 2003, Palmer et al. 2007, Koprowski 2011, Linzey et al. 2016, GBIF.org 2020ah"
Sciurus niger,Sciuridae,Rodentia,Mexico,1901,"Fauna Improvement, Hunting, Pet",Invasive,"Long 2003, Palmer et al. 2007, King et al. 2010, Koprowski 2011, Linzey et al. 2016, GBIF.org 2020ah"
Sciurus niger,Sciuridae,Rodentia,United States of America,1901,"Fauna Improvement, Hunting, Pet",Invasive,"Long 2003, Palmer et al. 2007, King et al. 2010, Koprowski 2011, Linzey et al. 2016, GBIF.org 2020ah"
Sciurus niger,Sciuridae,Rodentia,United States of America,1901,"Fauna Improvement, Hunting, Pet",Invasive,"Long 2003, Palmer et al. 2007, Linders & Stinson 2007, Koprowski 2011, ODFW 2013, GBIF.org 2020ah"
Sciurus stramineus,Sciuridae,Rodentia,Peru,1975,Pet,Established,"Jessen et al. 2010, Merrick et al. 2012, GBIF.org 2020ai"
Sciurus vulgaris,Sciuridae,Rodentia,Japan,1998,Pet,Established,"Cassola 2016d, Shar et al. 2016, Tamura et al. 2017"
Sciurus vulgaris,Sciuridae,Rodentia,Ukraine,1945,Hunting,Established,"Long 2003, Rekovets et al. 2019, GBIF.org 2020aj"
Sciurus vulgaris,Sciuridae,Rodentia,Armenia,1937,Hunting,Established,"Long 2003, Shar et al. 2016, GBIF.org 2020aj"
Sciurus vulgaris,Sciuridae,Rodentia,Georgia,1937,Hunting,Established,"Long 2003, Shar et al. 2016, GBIF.org 2020aj"
Sciurus vulgaris,Sciuridae,Rodentia,Russian Federation,1937,Hunting,Established,"Long 2003, Shar et al. 2016, GBIF.org 2020aj"
Sciurus vulgaris,Sciuridae,Rodentia,Turkey,1937,Hunting,Established,"Long 2003, Shar et al. 2016, GBIF.org 2020aj"
Semnopithecus entellus,Cercopithecidae,Primates,Bangladesh,1850,Fauna Improvement,Established,"Molur et al. 2003, Brandon-Jones 2004, Mitra & Molur 2008"
Sorex cinereus,Soricidae,Eulipotyphla,Canada,1958,Biological Control,Established,"Long 2003, Hearn et al. 2006, Strong & Leroux 2014"
Spilocuscus maculatus,Phalangeridae,Diprotodontia,Indonesia,NA,"Hunting, Pet, Wild Fur (L)",Established,"Heinsohn 2003, Long 2003, Heinsohn 2010"
Spilocuscus maculatus,Phalangeridae,Diprotodontia,Papua New Guinea,NA,"Fauna Improvement, Pet",Established,"Heinsohn 2010, Leary et al. 2016c"
Suncus etruscus,Soricidae,Eulipotyphla,Malta,-2500,Stowaway (L),Established,"Borg 2005, Groves & Castri 1991, Sciberras et al. 2012"
Suncus etruscus,Soricidae,Eulipotyphla,Canary Islands,1980,Stowaway,Invasive,"Groves & Castri 1991, Nogales et al. 2006, Masseti 2010"
Suncus etruscus,Soricidae,Eulipotyphla,Cyprus,-2500,Stowaway (L),Established,"Reumer & Oberli 1988, Groves & Castri 1991, Aulagnier et al. 2017"
Suncus etruscus,Soricidae,Eulipotyphla,Corsica,-2500,Stowaway (L),Established,"Groves & Castri 1991, Vigne 1992, Aulagnier et al. 2017"
Suncus etruscus,Soricidae,Eulipotyphla,Greece,-2500,Stowaway (L),Established,"Groves & Castri 1991, Masseti 2012"
Suncus etruscus,Soricidae,Eulipotyphla,Sicily,NA,Stowaway (L),Established,"Groves & Castri 1991, Spagnesi & De Marinis, Loy et al. 2019"
Suncus etruscus,Soricidae,Eulipotyphla,Madagascar,1200,Stowaway (L),Established,"Omar et al. 2011, Aulagnier et al. 2017"
Suncus etruscus,Soricidae,Eulipotyphla,Sardinia,-2500,Stowaway (L),Established,"Groves & Castri 1991, Vigne 1992, Spagnesi & De Marinis 2002, Loy et al. 2019"
Suncus etruscus,Soricidae,Eulipotyphla,Balearic Islands,1955,Stowaway,Established,"Pinya et al. 2008, Pinya et al. 2018"
Suncus etruscus,Soricidae,Eulipotyphla,Italy,2004,Stowaway,Established,"Szpunar et al. 2008, Loy et al. 2019"
Suncus murinus,Soricidae,Eulipotyphla,"Tanzania, United Republic of",NA,Stowaway,Invasive,"Heinsohn 2003, Hutterer et al. 2016, GISD 2019c"
Suncus murinus,Soricidae,Eulipotyphla,Kenya,NA,Stowaway,Invasive,"Kingdon et al. 2013, Hutterer et al. 2016"
Suncus murinus,Soricidae,Eulipotyphla,Djibouti,NA,Stowaway,Invasive,"Kingdon et al. 2013, Hutterer et al. 2016"
Suncus murinus,Soricidae,Eulipotyphla,Ethiopia,NA,Stowaway,Invasive,"Kingdon et al. 2013, Hutterer et al. 2016"
Suncus murinus,Soricidae,Eulipotyphla,Guam,1953,Stowaway,Invasive,"Long 2003, GISD 2019c"
Suncus murinus,Soricidae,Eulipotyphla,Saudi Arabia,NA,Stowaway,Invasive,"Long 2003, Hutterer et al. 2016, GISD 2019c"
Suncus murinus,Soricidae,Eulipotyphla,Eritrea,NA,Stowaway,Invasive,"Long 2003, Kingdon et al. 2013, Hutterer et al. 2016"
Suncus murinus,Soricidae,Eulipotyphla,"Iran, Islamic Republic of",NA,Stowaway,Invasive,"Long 2003, Karami et al. 2008, Hutterer et al. 2016, GISD 2019c"
Suncus murinus,Soricidae,Eulipotyphla,Iraq,NA,Stowaway,Invasive,"Long 2003, Karami et al. 2008, Hutterer et al. 2016, GISD 2019c"
Suncus murinus,Soricidae,Eulipotyphla,Yemen,NA,Stowaway,Invasive,"Long 2003, Hutterer et al. 2016, GISD 2019c"
Suncus murinus,Soricidae,Eulipotyphla,Burundi,NA,Stowaway,Invasive,"Kingdon et al. 2013, Hutterer et al. 2016"
Suncus murinus,Soricidae,Eulipotyphla,Democratic Republic of the Congo,NA,Stowaway,Invasive,"Kingdon et al. 2013, Hutterer et al. 2016"
Suncus murinus,Soricidae,Eulipotyphla,Rwanda,NA,Stowaway,Invasive,"Kingdon et al. 2013, Hutterer et al. 2016"
Suncus murinus,Soricidae,Eulipotyphla,Maldives,NA,Stowaway,Established,"Long 2003, GISD 2019c"
Suncus murinus,Soricidae,Eulipotyphla,Northern Mariana Islands,NA,Stowaway,Established,GISD 2019c
Suncus murinus,Soricidae,Eulipotyphla,Bahrain,NA,Stowaway,Invasive,"Long 2003, Hutterer et al. 2016, GISD 2019c"
Suncus murinus,Soricidae,Eulipotyphla,Sudan,NA,Stowaway,Invasive,"Long 2003, Kingdon et al. 2013, Hutterer et al. 2016"
Suncus murinus,Soricidae,Eulipotyphla,Japan,1690,Stowaway,Invasive,"Long 2003, Hutterer et al. 2016, NIESJ 2019f"
Suncus murinus,Soricidae,Eulipotyphla,Philippines,NA,Stowaway,Established,Hutterer et al. 2016
Suncus murinus,Soricidae,Eulipotyphla,Madagascar,1150,Stowaway,Invasive,"Long 2003, Blench 2007, Omar et al. 2011, Hutterer et al. 2016"
Suncus murinus,Soricidae,Eulipotyphla,Comoros,NA,Stowaway,Invasive,"Hutterer et al. 2016, GISD 2019c"
Suncus murinus,Soricidae,Eulipotyphla,Réunion,1730,Stowaway,Invasive,"Long 2003, Cheke 2010, Hutterer et al. 2016, GISD 2019c"
Suncus murinus,Soricidae,Eulipotyphla,Mauritius,1760,Stowaway,Invasive,"Varnham et al. 2002, Long 2003, Cheke 2010"
Suncus murinus,Soricidae,Eulipotyphla,"Tanzania, United Republic of",NA,Stowaway,Invasive,"Long 2003, Heinsohn 2003, GISD 2019c"
Suncus murinus,Soricidae,Eulipotyphla,Oman,1957,Stowaway,Invasive,"Hutterer et al. 2016, GISD 2019c"
Suncus murinus,Soricidae,Eulipotyphla,Egypt,1850,Stowaway,Invasive,"Long 2003, Kingdon et al. 2013, GISD 2019c"
Sus celebensis,Suidae,Cetartiodactyla,Indonesia,-6000,"Farming, Hunting (L)",Established,"Long 2003, Zeder et al. 2006, Burton & Macdonald 2008, Burton et al. 2017"
Sus celebensis,Suidae,Cetartiodactyla,Indonesia,-6000,"Farming, Hunting (L)",Established,"Heinsohn 2003, Long 2003, Zeder et al. 2006, Burton & Macdonald 2008, Burton et al. 2017"
Sus celebensis,Suidae,Cetartiodactyla,Timor-Leste,-6000,"Farming, Hunting (L)",Established,"Heinsohn 2003, Long 2003, Zeder et al. 2006, Burton & Macdonald 2008, Burton et al. 2017"
Sylvilagus floridanus,Leporidae,Lagomorpha,Italy,NA,Hunting,Established,"Cerri et al. 2016, Dori et al. 2018, EASIN 2019, GBIF.org 2020ak"
